,Facility Number,School Type,School District or Name,County,MMR Vaccination Rate,Age Group,Facility Address
1689,370472001891,Public,Root Elementary,Wake County,97.4,Kindergarten,"3202 Northampton Street, Raleigh, NC 27609"
1690,370472002558,Public,Salem Elementary,Wake County,97.7,Kindergarten,"6116 Old Jenks Road, Apex, NC 27523"
1691,370472002813,Public,Sanford Creek Elementary,Wake County,95.1,Kindergarten,"701 Granite Falls Blvd, Rolesville, NC 27571"
1692,370472003352,Public,Scotts Ridge Elementary,Wake County,99.1,Kindergarten,"6601 Apex Barbecue Rd, Apex, NC 27502"
1693,370472001894,Public,Smith Elementary,Wake County,95.9,Kindergarten,"1101 Maxwell Drive, Raleigh, NC 27603"
1694,370472003490,Public,Southeast Raleigh Elementary,Wake County,96.5,Kindergarten,"1436 Rock Quarry Rd, Raleigh, NC 27610"
1695,266,Private,St. David's School,Wake County,93.0,Kindergarten,
1696,267,Private,St. Mary Magdalene Catholic Sch,Wake County,100.0,Kindergarten,
1697,268,Private,St. Michael the Archangel Cath Sch,Wake County,100.0,Kindergarten,
1698,269,Private,St. Raphael's Catholic School,Wake County,100.0,Kindergarten,
1699,270,Private,St. Timothy's School,Wake County,98.1,Kindergarten,
1700,370472001895,Public,Stough Elementary,Wake County,98.8,Kindergarten,"4210 Edwards Mill Road, Raleigh, NC 27612"
1701,370472001896,Public,Swift Creek Elementary,Wake County,89.5,Kindergarten,"5601 Tryon Rd, Raleigh, NC 27606"
1702,370472003028,Public,Sycamore Creek Elementary,Wake County,97.7,Kindergarten,"10921 Leesville Rd, Raleigh, NC 27613"
1703,271,Private,Thales Academy - Knightdale,Wake County,87.7,Kindergarten,
1704,272,Private,Thales Academy of Apex,Wake County,97.2,Kindergarten,
1705,273,Private,Thales Academy of Cary,Wake County,93.8,Kindergarten,
1706,274,Private,Thales Academy of Raleigh,Wake County,100.0,Kindergarten,
1707,275,Private,Thales Academy of Wake Forest,Wake County,56.9,Kindergarten,
1708,370004302358,Charter/Lab,The Exploris School,Wake County,100.0,Kindergarten,"401 Hillsborough St., Raleigh, NC 27603"
1709,370048203619,Charter/Lab,The Math and Science Academy of Apex,Wake County,100.0,Kindergarten,"3501 Dropseed Dr., Apex, NC 27502"
1710,370472002356,Public,Timber Drive Elementary,Wake County,88.7,Kindergarten,"1601 Timber Drive, Garner, NC 27529"
1711,370032403259,Charter/Lab,Triangle Math and Science Academy,Wake County,98.1,Kindergarten,"312 Gregson Dr., Cary, NC 27511"
1712,370472001898,Public,Vance Elementary,Wake County,95.8,Kindergarten,"8808 Old Stage Rd, Raleigh, NC 27603"
1713,370472001899,Public,Vandora Springs Elementary,Wake County,86.5,Kindergarten,"1300 Vandora Springs Road, Garner, NC 27529"
1714,276,Private,Wake Christian Academy,Wake County,89.4,Kindergarten,
1715,370036403326,Charter/Lab,Wake Forest Charter Academy,Wake County,83.3,Kindergarten,"1851 Friendship Chapel Rd, Wake Forest, NC 27587"
1716,370472001900,Public,Wake Forest Elementary,Wake County,97.0,Kindergarten,"406 S Main Street, Wake Forest, NC 27587"
1717,370472002492,Public,Wakefield Elementary,Wake County,83.3,Kindergarten,"2400 Wakefield Pines Drive, Raleigh, NC 27614"
1718,370472003186,Public,Walnut Creek Elementary,Wake County,64.4,Kindergarten,"2600 Sunnybrook Rd, Raleigh, NC 27610"
1719,370472001903,Public,Washington Elementary,Wake County,96.9,Kindergarten,"1000 Fayetteville St, Raleigh, NC 27601"
1720,370472001681,Public,Weatherstone Elementary,Wake County,86.8,Kindergarten,"1000 Olde Weatherstone Way, Cary, NC 27513"
1721,370472001904,Public,Wendell Elementary,Wake County,94.7,Kindergarten,"3355 Wendell Blvd, Wendell, NC 27591"
1722,370472000205,Public,West Lake Elementary,Wake County,90.5,Kindergarten,"4500 West Lake Rd, Apex, NC 27539"
1723,370472001908,Public,Wilburn Elementary,Wake County,90.1,Kindergarten,"3707 Marsh Creek Rd, Raleigh, NC 27604"
1724,370472002493,Public,Wildwood Forest Elementary,Wake County,98.8,Kindergarten,"8401 Wildwood Forest Drive, Raleigh, NC 27616"
1725,370472001909,Public,Wiley Elementary,Wake County,74.2,Kindergarten,"301 St. Mary's Street, Raleigh, NC 27605"
1726,370472001910,Public,Willow Springs Elementary,Wake County,92.7,Kindergarten,"6800 Dwight Rowland Rd, Willow Spring, NC 27592"
1727,370472001911,Public,York Elementary,Wake County,100.0,Kindergarten,"5201 Brookhaven Drive, Raleigh, NC 27612"
1728,370474001916,Public,Mariam Boyd Elementary,Warren County,97.8,Kindergarten,"203 Cousin Lucy's Lane, Warrenton, NC 27589"
1729,370474001919,Public,Northside Elementary,Warren County,87.5,Kindergarten,"164 Elementary Ave, Norlina, NC 27563"
1730,370474001921,Public,Vaughan Elementary,Warren County,100.0,Kindergarten,"2936 US Hwy 158E, Macon, NC 27551"
1731,370480002190,Public,Pines Elementary,Washington County,92.8,Kindergarten,"37 East Mill Pond Road, Roper, NC 27970"
1732,370044803510,Charter/Lab,Pocosin Innovative Charter,Washington County,100.0,Kindergarten,"500 1st St, Creswell, NC 27928"
1733,370483001934,Public,Bethel Elementary,Watauga County,87.5,Kindergarten,"138 Bethel School Rd, Sugar Grove, NC 28679"
1734,370483001935,Public,Blowing Rock Elementary,Watauga County,95.9,Kindergarten,"165 Morris Street, Blowing Rock, NC 28605"
1735,370483001936,Public,Cove Creek Elementary,Watauga County,93.9,Kindergarten,"930 Vanderpool Rd, Vilas, NC 28692"
1736,277,Private,Grace Academy,Watauga County,74.1,Kindergarten,
1737,370483001937,Public,Green Valley Elementary,Watauga County,100.0,Kindergarten,"189 Big Hill Road, Boone, NC 28607"
1738,370483001938,Public,Hardin Park Elementary,Watauga County,93.3,Kindergarten,"361 Jefferson Road, Boone, NC 28607"
1739,370483001939,Public,Mabel Elementary,Watauga County,94.4,Kindergarten,"404 Mabel School Road, Zionville, NC 28698"
1740,370483001940,Public,Parkway Elementary,Watauga County,98.2,Kindergarten,"160 Parkway School Dr, Boone, NC 28607"
1741,370013802808,Charter/Lab,Two Rivers Community School,Watauga County,73.3,Kindergarten,"1018 Archie Carroll Road, Boone, NC 28607"
1742,370483001941,Public,Valle Crucis Elementary,Watauga County,93.9,Kindergarten,"2998 Broadstone Road, Sugar Grove, NC 28679"
1743,370488001946,Public,Brogden Primary,Wayne County,96.8,Kindergarten,"2253 Old Mt Olive Hwy, Dudley, NC 28333"
1744,370488001947,Public,Carver Elementary,Wayne County,87.5,Kindergarten,"400 Old Seven Springs Rd, Mount Olive, NC 28365"
1745,370007402420,Public,Dillard Academy,Wayne County,92.3,Kindergarten,"504 West Elm Street, Goldsboro, NC 27530"
1746,370488001949,Public,Eastern Wayne Elementary,Wayne County,97.2,Kindergarten,"1271 New Hope Road, Goldsboro, NC 27534"
1747,278,Private,Faith Christian Academy,Wayne County,62.9,Kindergarten,
1748,370488001953,Public,Fremont STARS Elementary,Wayne County,97.5,Kindergarten,"101 Pine Street, Fremont, NC 27830"
1749,370488001954,Public,Grantham Elementary,Wayne County,98.9,Kindergarten,"174 Grantham School Rd, Goldsboro, NC 27530"
1750,370488001956,Public,Meadow Lane Elementary,Wayne County,94.7,Kindergarten,"3500 E Ash Street, Goldsboro, NC 27534"
1751,370488000677,Public,North Drive Elementary,Wayne County,98.1,Kindergarten,"1108 North Drive, Goldsboro, NC 27530"
1752,370488002319,Public,Northeast Elementary,Wayne County,100.0,Kindergarten,"4665 NC Hwy 111 N, Pikeville, NC 27863"
1753,370488002320,Public,Northwest Elementary,Wayne County,98.2,Kindergarten,"1769 Pikeville/Princeton Hwy, Pikeville, NC 27863"
1754,370488002058,Public,Rosewood Elementary,Wayne County,98.2,Kindergarten,"126 Charlie Braswell Road, Goldsboro, NC 27530"
1755,370488002498,Public,Spring Creek Elementary,Wayne County,98.8,Kindergarten,"1050 St John Church Rd, Goldsboro, NC 27534"
1756,279,Private,St. Mary Catholic School,Wayne County,95.2,Kindergarten,
1757,280,Private,Wayne Christian School,Wayne County,86.2,Kindergarten,
1758,281,Private,Wayne Country Day School,Wayne County,95.8,Kindergarten,
1759,370037703321,Charter/Lab,Wayne Preparatory Academy,Wayne County,100.0,Kindergarten,"600 Tommy's Road, Goldsboro, NC 27530"
1760,370507903657,Charter/Lab,Wayne STEM Academy,Wayne County,95.6,Kindergarten,"2950 Summit Road, Goldsboro, NC 27534"
1761,370495001971,Public,Boomer-Ferguson Elementary School,Wilkes County,90.0,Kindergarten,"556 Boomer-Ferguson Sch Rd, Boomer, NC 28606"
1762,370495001972,Public,C B Eller Elementary School,Wilkes County,97.3,Kindergarten,"1288 CB Eller School Rd, Elkin, NC 28621"
1763,370495001973,Public,C C Wright Elementary School,Wilkes County,97.4,Kindergarten,"200 CC Wright School Rd, North Wilkesboro, NC 28659"
1764,282,Private,Harvest Time Christian Acad.,Wilkes County,36.4,Kindergarten,
1765,283,Private,Millers Creek Christian School,Wilkes County,95.5,Kindergarten,
1766,370495002656,Public,Millers Creek Elementary School,Wilkes County,93.8,Kindergarten,"4320 North NC Hwy 16, Millers Creek, NC 28651"
1767,370495001977,Public,Moravian Falls Elementary School,Wilkes County,97.1,Kindergarten,"2001 Moravian Falls Rd, Moravian Falls, NC 28654"
1768,370495001978,Public,Mount Pleasant Elementary School,Wilkes County,97.4,Kindergarten,"532 Champion Mt Pleasant Rd, Ferguson, NC 28624"
1769,370495001979,Public,Mountain View Elementary School,Wilkes County,96.2,Kindergarten,"5464 Mountain View Rd, Hays, NC 28635"
1770,370495001980,Public,Mulberry Elementary School,Wilkes County,100.0,Kindergarten,"190 Mulberry School Rd, North Wilkesboro, NC 28659"
1771,370495001982,Public,North Wilkesboro Elementary School,Wilkes County,100.0,Kindergarten,"200 Flint Hill Rd, North Wilkesboro, NC 28659"
1772,370495001983,Public,Roaring River Elementary School,Wilkes County,94.7,Kindergarten,"283 White Plains Rd, Roaring River, NC 28669"
1773,370495001984,Public,Ronda-Clingman Elementary School,Wilkes County,100.0,Kindergarten,"316 Ronda-Clingman School Rd, Ronda, NC 28670"
1774,370495001985,Public,Traphill Elementary School,Wilkes County,100.0,Kindergarten,"9794 Traphill Rd, Traphill, NC 28685"
1775,370495001990,Public,Wilkesboro Elementary School,Wilkes County,96.5,Kindergarten,"1248 School St, Wilkesboro, NC 28697"
1776,370502001992,Public,B O Barnes Elementary,Wilson County,96.4,Kindergarten,"1913 Martin L King Parkway, Wilson, NC 27893"
1777,284,Private,Community Christian School,Wilson County,80.0,Kindergarten,
1778,370502001995,Public,Frederick Douglass Elementary,Wilson County,90.3,Kindergarten,"1301 Corbett Ave, Wilson, NC 27893"
1779,285,Private,FUMC Weekday School,Wilson County,63.6,Kindergarten,
1780,370502001999,Public,Gardners Elementary,Wilson County,87.5,Kindergarten,"5404 NC 42 Hwy E, Elm City, NC 27822"
1781,286,Private,Greenfield School,Wilson County,100.0,Kindergarten,
1782,370502003094,Public,John W Jones Elementary,Wilson County,87.8,Kindergarten,"4028 Highway 42 West, Wilson, NC 27893"
1783,370502002001,Public,Lee Woodard Elementary,Wilson County,100.0,Kindergarten,"103 Church St, Black Creek, NC 27813"
1784,370502002002,Public,Lucama Elementary,Wilson County,97.1,Kindergarten,"6260 Blalock Road, Lucama, NC 27851"
1785,370502002003,Public,Margaret Hearne Elementary,Wilson County,87.9,Kindergarten,"300 W Gold St, Wilson, NC 27893"
1786,370502002004,Public,New Hope Elementary,Wilson County,94.9,Kindergarten,"4826 Packhouse Rd, Wilson, NC 27896"
1787,370502002005,Public,Rock Ridge Elementary,Wilson County,91.7,Kindergarten,"6605 Rock Ridge School Rd, Wilson, NC 27893"
1788,370004902365,Charter/Lab,Sallie B Howard School,Wilson County,98.0,Kindergarten,"1004 Herring Avenue E, Wilson, NC 27893"
1789,370502002009,Public,Stantonsburg Elementary,Wilson County,92.9,Kindergarten,"409 S Main St, Stantonsburg, NC 27883"
1790,370502002564,Public,Vick Elementary,Wilson County,67.9,Kindergarten,"504 N Carroll Street, Wilson, NC 27893"
1791,370502002010,Public,Vinson-Bynum Elementary,Wilson County,73.1,Kindergarten,"1601 Tarboro St SW, Wilson, NC 27893"
1792,370502002011,Public,Wells Elementary,Wilson County,96.4,Kindergarten,"1400 Grove St N, Wilson, NC 27893"
1793,287,Private,Wilson Christian Academy,Wilson County,88.0,Kindergarten,
1794,370037903323,Charter/Lab,Wilson Preparatory Academy,Wilson County,100.0,Kindergarten,"2755 Tilghman Rd N, Wilson, NC 27896"
