Facility Number,School District or Name,Facility Address,County,School Type,MMR Vaccination Rate,Age Group
,SAINT MARY-BASHA CATHOLIC SCHOOL,200 W GALVESTON ST,MARICOPA,PRIVATE,90.63,Kindergarten
,SAINT MICHAEL'S PARISH DAY SCHOOL,602 N WILMOT RD,PIMA,PRIVATE,90.63,Kindergarten
,SAINT PETER INDIAN MISSION SCHOOL,1500 N ST PETER RD,PINAL,PRIVATE,100.00,Kindergarten
,SAINT THERESA CATHOLIC SCHOOL,5001 E THOMAS RD,MARICOPA,PRIVATE,28.57,Kindergarten
,SAINT THOMAS AQUINAS GRADE SCHOOL,13720 W THOMAS RD,MARICOPA,PRIVATE,91.49,Kindergarten
,SAINT THOMAS THE APOSTLE CATHOLIC SCHOOL,4510 N 24TH ST,MARICOPA,PRIVATE,96.15,Kindergarten
,SAINT TIMOTHY CATHOLIC SCHOOL,2520 S ALMA SCHOOL RD,MARICOPA,PRIVATE,95.65,Kindergarten
,SAINT VINCENT DE PAUL CATHOLIC SCHOOL,3130 N 51ST AVE,MARICOPA,PRIVATE,47.22,Kindergarten
,SAINTS PETER & PAUL CATHOLIC SCHOOL,1436 N CAMPBELL AVE,PIMA,PRIVATE,100.00,Kindergarten
,SAINTS SIMON AND JUDE SCHOOL,6351 N 27TH AVE,MARICOPA,PRIVATE,95.45,Kindergarten
,SALIDA DEL SOL ELEMENTARY,910 S AVENUE C,YUMA,PUBLIC,96.15,Kindergarten
,SALK ELEMENTARY SCHOOL,7029 E BROWN RD,MARICOPA,PUBLIC,92.31,Kindergarten
,SALT RIVER ELEMENTARY SCHOOL,11582 E HIGHLAND RD,MARICOPA,PRIVATE,89.74,Kindergarten
,SAM HUGHES ELEMENTARY SCHOOL,700 N WILSON AVE,PIMA,PUBLIC,98.44,Kindergarten
,SAN CAYETANO ELEMENTARY SCHOOL,1412 W FRONTAGE RD,SANTA CRUZ,PUBLIC,96.36,Kindergarten
,SAN FRANCISCO DE ASIS CATHOLIC SCHOOL,1600 E RTE 66,COCONINO,PRIVATE,100.00,Kindergarten
,SAN MARCOS ELEMENTARY SCHOOL,451 W FRYE RD,MARICOPA,PUBLIC,96.15,Kindergarten
,SAN TAN CHARTER SCHOOL,3959 E ELLIOT RD,MARICOPA,CHARTER,52.38,Kindergarten
,SAN TAN ELEMENTARY,3443 E CALISTOGA DR,MARICOPA,PUBLIC,93.97,Kindergarten
,SAN TAN HEIGHTS ELEMENTARY,2500 W SAN TAN HEIGHTS BLVD,PINAL,PUBLIC,77.19,Kindergarten
,SANBORN ELEMENTARY SCHOOL,700 N SUPERSTITION BLVD,MARICOPA,PUBLIC,93.24,Kindergarten
,SANDPIPER ELEMENTARY SCHOOL,6724 E HEARN RD,MARICOPA,PUBLIC,88.31,Kindergarten
,SANDRA DAY O'CONNOR ELEMENTARY SCHOOL,4840 E. ADOBE ST,MARICOPA,PUBLIC,92.31,Kindergarten
,SANTA CLARA ELEMENTARY SCHOOL,6910 S SANTA CLARA AVE,PIMA,PUBLIC,100.00,Kindergarten
,SANTA CRUZ CATHOLIC SCHOOL,29 W 22ND ST,PIMA,PRIVATE,100.00,Kindergarten
,SANTA CRUZ ELEMENTARY,19845 N COSTA DEL SOL,PINAL,PUBLIC,97.52,Kindergarten
,SANTA FE ELEMENTARY SCHOOL,9880 N 77TH AVE,MARICOPA,PUBLIC,92.41,Kindergarten
,SANTA ROSA ELEMENTARY SCHOOL,21400 N SANTA ROSA DR,PINAL,PUBLIC,94.74,Kindergarten
,SANTAN ELEMENTARY SCHOOL,1550 E CHANDLER HEIGHTS RD,MARICOPA,PUBLIC,94.64,Kindergarten
,SATORI SCHOOL KINDER ,3801 N 1ST AVE ,PIMA,PRIVATE,100.00,Kindergarten
,SCALES TECHNOLOGY ACADEMY,1115 W 5TH ST,MARICOPA,PUBLIC,86.21,Kindergarten
,SCHNEPF ELEMENTARY,26161 SOUTH 231ST STREET,MARICOPA,PUBLIC,83.76,Kindergarten
,SCHOLARS ACADEMY SUNNYSLOPE,1055 EAST HEARN ROAD,MARICOPA,CHARTER,68.57,Kindergarten
,SCOTT L LIBBY ELEMENTARY SCHOOL,18701 W THOMAS RD,MARICOPA,PUBLIC,96.34,Kindergarten
,SCOTTSDALE CHRISTIAN ACADEMY,14400 N TATUM BLVD,MARICOPA,PRIVATE,69.86,Kindergarten
,SECOND STREET CHILDREN'S SCHOOL,2430 E 2ND ST,PIMA,PRIVATE,41.67,Kindergarten
,SELF DEVELOPMENT ACADEMY PHOENIX,1515 E INDIAN SCHOOL RD,MARICOPA,CHARTER,90.00,Kindergarten
,SELF DEVELOPMENT CHARTER SCHOOL-85202,1709 N GREENFIELD RD,MARICOPA,CHARTER,90.91,Kindergarten
,SELIGMAN ELEMENTARY SCHOOL,500 N MAIN ST,YAVAPAI,PUBLIC,100.00,Kindergarten
,SENITA VALLEY ELEMENTARY SCHOOL,10750 E BILBY RD,PIMA,PUBLIC,94.34,Kindergarten
,SEQUOIA CHARTER ELEMENTARY SCHOOL,1460 S HORNE,MARICOPA,CHARTER,78.05,Kindergarten
,SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,HOME BASED,MARICOPA,CHARTER,54.67,Kindergarten
,SEQUOIA LEHI CHARTER SCHOOL,2331 N HORNE,MARICOPA,CHARTER,93.33,Kindergarten
,SEQUOIA PATHFINDER AT VERRADO WAY ,20370 WEST ROOSEVELT STREET,MARICOPA,CHARTER,75.56,Kindergarten
,SEQUOIA PATHWAY ACADEMY,19265 N. PORTER RD,PINAL,CHARTER,85.25,Kindergarten
,SEQUOIA VILLAGE,982 FULL HOUSE LN,NAVAJO,CHARTER,68.75,Kindergarten
,SEQUOYA ELEMENTARY SCHOOL,11808 N 64TH ST,MARICOPA,PUBLIC,90.22,Kindergarten
,SETTLERS POINT ELEMENTARY,423 E SETTLERS POINT,MARICOPA,PUBLIC,96.72,Kindergarten
,SEVEN MILE SCHOOL,2005 FORT APACHE RD,NAVAJO,PUBLIC,89.86,Kindergarten
,SEVILLA PRIMARY SCHOOL,3801 W MISSOURI AVE,MARICOPA,PUBLIC,97.95,Kindergarten
,SHAW BUTTE SCHOOL,12202 N 21ST AVE,MARICOPA,PUBLIC,96.00,Kindergarten
,SHEELY FARMS ELEMENTARY SCHOOL,9450 W ENCANTO BLVD,MARICOPA,PUBLIC,98.04,Kindergarten
,SHUMWAY ELEMENTARY SCHOOL,1325 N SHUMWAY AVE,MARICOPA,PUBLIC,91.67,Kindergarten
,SIERRA VERDE ELEMENTARY,7241 W ROSE GARDEN LN,MARICOPA,PUBLIC,90.20,Kindergarten
,SILVER VALLEY ELEMENTARY,9737 E TOLDEO AVE,MARICOPA,PUBLIC,80.92,Kindergarten
,SIRRINE ELEMENTARY SCHOOL,591 W MESQUITE ST,MARICOPA,PUBLIC,77.08,Kindergarten
,SKY CROSSING ELEMENTARY SCHOOL,3300 EAST SKY CROSSING WAY,MARICOPA,PUBLIC,91.49,Kindergarten
,SKY VIEW ELEMENTARY SCHOOL,8624 W SWEETWATER,MARICOPA,PUBLIC,88.37,Kindergarten
,SKYLINE RANCH ELEMENTARY,1084 W SAN TAN HILLS DR,PINAL,PUBLIC,85.37,Kindergarten
,SKYVIEW SCHOOL,125 S RUSH ST,YAVAPAI,CHARTER,69.57,Kindergarten
,SMOKETREE ELEMENTARY SCHOOL,2395 SMOKETREE AVE,MOHAVE,PUBLIC,80.00,Kindergarten
,SOLANO SCHOOL,1526 W MISSOURI AVE,MARICOPA,PUBLIC,91.30,Kindergarten
,SOLENG TOM ELEMENTARY SCHOOL,10520 E CAMINO QUINCE,PIMA,PUBLIC,93.48,Kindergarten
,SOLOMON ELEMENTARY SCHOOL,2250 S STEVENS AVE,GRAHAM,PUBLIC,100.00,Kindergarten
,SOMERSET ACADEMY SKYWAY CAMPUS,14900 WEST VAN BUREN STREET,MARICOPA,CHARTER,65.00,Kindergarten
,SONOMA RANCH ELEMENTARY SCHOOL,601 N BISCAYNE DR,MARICOPA,PUBLIC,98.46,Kindergarten
,SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,MARICOPA,PUBLIC,88.10,Kindergarten
,SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,MARICOPA,CHARTER,92.68,Kindergarten
,SONORAN SCIENCE ACADEMY - PHOENIX,3535 E MCDOWELL ROAD,MARICOPA,CHARTER,80.77,Kindergarten
,SONORAN SCIENCE ACADEMY - TUCSON,2325 E. SUNSET RD,PIMA,CHARTER,92.00,Kindergarten
,SONORAN SCIENCE ACADEMY EAST,7450 E STELLA RD,PIMA,CHARTER,97.50,Kindergarten
,SONORAN SKY ELEMENTARY SCHOOL-85260,12990 N 75TH ST,MARICOPA,PUBLIC,98.31,Kindergarten
,SONORAN SKY ELEMENTARY SCHOOL-85307,10150 W MISSOURI AVE,MARICOPA,PUBLIC,91.67,Kindergarten
,SONSHINE CHRISTIAN SCHOOL,1916 N FRANK REED RD,SANTA CRUZ,PRIVATE,100.00,Kindergarten
,SOUSA ELEMENTARY SCHOOL,616 N MOUNTAIN RD,MARICOPA,PUBLIC,95.65,Kindergarten
,SOUTH PHOENIX PREP AND ARTS ACADEMY,7450 S 40TH ST,MARICOPA,CHARTER,87.18,Kindergarten
,SOUTH POINTE PUBLIC CHARTER ELEMENTARY,2033 E SOUTHERN AVE,MARICOPA,CHARTER,62.50,Kindergarten
,SOUTHSIDE COMMUNITY SCHOOL,2701 S CAMPBELL AVE,PIMA,CHARTER,95.45,Kindergarten
,SOUTHWEST ELEMENTARY SCHOOL,1111 W DOBBINS RD,MARICOPA,PUBLIC,90.32,Kindergarten
,SOUTHWESTERN CHRISTIAN SCHOOL,3261 S AVENUE 6 E,YUMA,PRIVATE,93.10,Kindergarten
,SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,MARICOPA,PUBLIC,89.33,Kindergarten
,ST ANDREWS PRESCHOOL & KINDERGARTEN,7650 N PASEO DEL NORTE,PIMA,PRIVATE,66.67,Kindergarten
,ST. JOHN BOSCO CATHOLIC SCHOOL PROGRAM,16035 S 48TH ST,MARICOPA,PRIVATE,91.84,Kindergarten
,ST. LOUIS THE KING PRE-KINDERGARTEN AND EXTENDED DAY,4331 W MARYLAND AVE,MARICOPA,PRIVATE,95.00,Kindergarten
,ST. THOMAS PRESCHOOL & KINDERGARTEN,5150 N VALLEY VIEW ROAD,PIMA,PRIVATE,100.00,Kindergarten
,STANFIELD ELEMENTARY SCHOOL,515 S STANFIELD RD,PINAL,PUBLIC,100.00,Kindergarten
,STAR CHARTER SCHOOL,145 LEUPP RD,COCONINO,CHARTER,50.00,Kindergarten
,STARLIGHT PARK SCHOOL,7960 W OSBORN RD,MARICOPA,PUBLIC,95.77,Kindergarten
,STARLINE ELEMENTARY SCHOOL,3150 STARLINE DR,MOHAVE,PUBLIC,73.53,Kindergarten
,STEPPING STONES ACADEMY,35812 N 7TH ST,MARICOPA,CHARTER,65.22,Kindergarten
,STETSON HILLS ELEMENTARY,25475 N STETSON HILLS LOOP RD,MARICOPA,PUBLIC,93.24,Kindergarten
,STEVEN R JASINSKI ELEMENTARY SCHOOL,4280 S 246TH AVE,MARICOPA,PUBLIC,83.58,Kindergarten
,STEVENSON ELEMENTARY SCHOOL - DOUGLAS,2200 11TH ST,COCHISE,PUBLIC,96.67,Kindergarten
,STEVENSON ELEMENTARY SCHOOL - MESA,638 S 96TH ST,MARICOPA,PUBLIC,97.50,Kindergarten
,STURGEON CROMER ELEMENTARY SCHOOL,7150 E SILVER SADDLE RD,COCONINO,PUBLIC,92.45,Kindergarten
,SUMMIT ACADEMY,1560 W SUMMIT PL,MARICOPA,PUBLIC,90.00,Kindergarten
,SUMMIT SCHOOL OF AHWATUKEE,4515 E MUIRWOOD DR,MARICOPA,PRIVATE,92.86,Kindergarten
,SUMMIT VIEW ELEMENTARY,1900 E SUMMIT ST,PIMA,PUBLIC,98.08,Kindergarten
,SUN CANYON ELEMENTARY SCHOOL,8150 W DURANGO ST,MARICOPA,PUBLIC,97.96,Kindergarten
,SUN VALLEY ACADEMY - AVONDALE,1515 N 117TH AVENUE,MARICOPA,CHARTER,86.90,Kindergarten
,SUN VALLEY ACADEMY - PHOENIX,2675 W BASELINE RD,MARICOPA,CHARTER,82.86,Kindergarten
,SUN VALLEY ELEMENTARY,3667 SAN LUIS LANE,YUMA,PUBLIC,97.83,Kindergarten
,SUN VALLEY ELEMENTARY SCHOOL,8361 N 95TH AVE,MARICOPA,PUBLIC,91.04,Kindergarten
,SUNBURST ELEMENTARY SCHOOL,14218 N 47TH AVE,MARICOPA,PUBLIC,92.21,Kindergarten
,SUNDANCE ELEMENTARY SCHOOL-85326,23800 W HADLEY ST,MARICOPA,PUBLIC,94.44,Kindergarten
,SUNDANCE ELEMENTARY SCHOOL-85345,7051 W CHOLLA ST,MARICOPA,PUBLIC,85.45,Kindergarten
,SUNLAND ELEMENTARY SCHOOL,5401 S 7TH AVE,MARICOPA,PUBLIC,91.84,Kindergarten
,SUNNYSLOPE ELEMENTARY SCHOOL,245 EAST MOUNTAIN VIEW ROAD,MARICOPA,PUBLIC,84.13,Kindergarten
,SUNRIDGE ELEMENTARY SCHOOL,6244 W ROOSEVELT ST,MARICOPA,PUBLIC,92.21,Kindergarten
,SUNRISE DRIVE ELEMENTARY SCHOOL,5301 E SUNRISE DR,PIMA,PUBLIC,100.00,Kindergarten
,SUNRISE ELEMENTARY - BULLHEAD CITY,2645 LANDON DR,MOHAVE,PUBLIC,91.14,Kindergarten
,SUNRISE ELEMENTARY SCHOOL,9943 S 28TH ST,YUMA,PUBLIC,97.96,Kindergarten
,SUNRISE ELEMENTARY SCHOOL - PHOENIX,17624 N 31ST AVE,MARICOPA,PUBLIC,95.74,Kindergarten
,SUNSET CANYON SCHOOL,2727 E SIESTA LN,MARICOPA,PUBLIC,88.00,Kindergarten
,SUNSET ELEMENTARY SCHOOL-85033,6602 W OSBORN RD,MARICOPA,PUBLIC,97.75,Kindergarten
,SUNSET HEIGHTS ELEMENTARY SCHOOL-85382,9687 W ADAM AVE,MARICOPA,PUBLIC,91.95,Kindergarten
,SUNSET HILLS ELEMENTARY-85379,17825 WEST SIERRA MONTANA LOOP,MARICOPA,PUBLIC,89.19,Kindergarten
,SUNSET RIDGE ELEMENTARY-85086,35707 N 33RD LN,MARICOPA,PUBLIC,95.65,Kindergarten
,SUNSET RIDGE ELEMENTARY-85305,8490 W MISSOURI AVE,MARICOPA,PUBLIC,91.23,Kindergarten
,SUNSET SCHOOL-85302,4626 W MOUNTAIN VIEW RD,MARICOPA,PUBLIC,93.24,Kindergarten
,SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,MARICOPA,PUBLIC,74.36,Kindergarten
,SUPERSTITION SPRINGS ELEMENTARY,7125 E MONTEREY AVE,MARICOPA,PUBLIC,94.87,Kindergarten
,SURPRISE ELEMENTARY SCHOOL,12907 W GREENWAY RD,MARICOPA,PUBLIC,93.42,Kindergarten
,SWEETWATER SCHOOL-85304,4602 W SWEETWATER AVE,MARICOPA,PUBLIC,95.56,Kindergarten
,SYCAMORE ELEMENTARY SCHOOL - CORONA DE TUCSON,16701 S HOUGHTON RD,PIMA,PUBLIC,95.28,Kindergarten
,SYNERGY PUBLIC SCHOOL,2701 W BETHANY HOME RD,MARICOPA,CHARTER,10.77,Kindergarten
,T DALE HANCOCK ELEMENTARY,2425 S PLEASANT DR,MARICOPA,PUBLIC,93.83,Kindergarten
,T G BARR SCHOOL,2041 E VINEYARD RD,MARICOPA,PUBLIC,86.05,Kindergarten
,TAFT ELEMENTARY SCHOOL,9800 E QUARTERLINE RD,MARICOPA,PUBLIC,94.20,Kindergarten
,TANQUE  VERDE LUTHERAN CHURCH PRESCHOOL & KINDERGARTEN,8625 E TANQUE VERDE RD,PIMA,PRIVATE,64.29,Kindergarten
,TANQUE VERDE ELEMENTARY SCHOOL,2600 N FENNIMORE AVE,PIMA,PUBLIC,95.31,Kindergarten
,TARTESSO ELEMENTARY SCHOOL,29677 W INDIANOLA RD,MARICOPA,PUBLIC,89.83,Kindergarten
,TAVAN ELEMENTARY SCHOOL,4610 E OSBORN RD,MARICOPA,PUBLIC,92.86,Kindergarten
,TAYLOR ELEMENTARY SCHOOL,20 S 300 EAST,NAVAJO,PUBLIC,75.81,Kindergarten
,TAYLOR HICKS SCHOOL,1845 CAMPBELL AVE,YAVAPAI,PUBLIC,85.94,Kindergarten
,TELESIS PREPARATORY ACADEMY,2598 STARLITE LN,MOHAVE,CHARTER,81.82,Kindergarten
,TERRAMAR ELEMENTARY,7000 W HAPPY VALLEY RD,MARICOPA,PUBLIC,92.75,Kindergarten
,TERRITORIAL EARLY CHILDHOOD CENTER,1088 MAHAN LANE,YAVAPAI,PUBLIC,72.14,Kindergarten
,THE CREIGHTON ACADEMY,2802 E MCDOWELL RD,MARICOPA,PUBLIC,89.23,Kindergarten
,THE FAMILY SCHOOL,1127 W MCDOWELL RD,MARICOPA,PRIVATE,71.43,Kindergarten
,THE PAIDEIA ACADEMY OF SOUTH PHOENIX,7777 S 15TH TER,MARICOPA,CHARTER,88.00,Kindergarten
,THOMAS A EDISON SCHOOL,804 N 18TH ST,MARICOPA,PUBLIC,97.62,Kindergarten
,THOMAS M KNOLES ELEMENTARY SCHOOL,4005 E BUTLER AVE,COCONINO,PUBLIC,94.00,Kindergarten
,THOMPSON RANCH ELEMENTARY,11800 W THOMPSON RANCH RD,MARICOPA,PUBLIC,93.42,Kindergarten
,THUNDERBIRD CHRISTIAN ELEMENTARY,7440 E. SUTTON DRIVE,MARICOPA,PRIVATE,63.64,Kindergarten
,TIERRA DEL SOL ELEMENTARY SCHOOL,16551 S SOMERTON AVE,YUMA,PUBLIC,100.00,Kindergarten
,TOLSON ELEMENTARY SCHOOL,1000 S GREASEWOOD RD,PIMA,PUBLIC,88.64,Kindergarten
,TOLTEC ELEMENTARY  SCHOOL,3315 N TOLTEC RD,PINAL,PUBLIC,92.50,Kindergarten
,TOMAHAWK ELEMENTARY SCHOOL,7820 W TURNEY AVE,MARICOPA,PUBLIC,96.91,Kindergarten
,TOPOCK ELEMENTARY SCHOOL,5083 TULE DR,MOHAVE,PUBLIC,35.71,Kindergarten
,TOWN & COUNTRY ELEMENTARY SCHOOL,1313 S LENZNER AVE,COCHISE,PUBLIC,92.68,Kindergarten
,TOWNE MEADOWS ELEMENTARY SCHOOL,1101 N RECKER RD,MARICOPA,PUBLIC,86.57,Kindergarten
,TRAILSIDE POINT ELEMENTARY,7275 W VINEYARD RD,MARICOPA,PUBLIC,94.05,Kindergarten
,TRES RIOS ELEMENTARY SCHOOL,5025 S 103RD AVE,MARICOPA,PUBLIC,100.00,Kindergarten
,TRI-CITY CHRISTIAN ACADEMY,2211 W GERMANN RD,MARICOPA,PRIVATE,47.06,Kindergarten
,TRINITY CHRISTIAN SCHOOL - PRESCOTT,1212 WARRIOR WAY,YAVAPAI,PRIVATE,66.67,Kindergarten
,TRINITY LUTHERAN ELEMENTARY SCHOOL - LITCHFIELD PARK,830 PLAZA CIR,MARICOPA,PRIVATE,87.50,Kindergarten
,TSAILE ELEMENTARY SCHOOL,RTE 12,APACHE,PUBLIC,97.14,Kindergarten
,TSE HOOTSOOI PRIMARY LEARNING CENTER,NAVAJO ROUTE 12,APACHE,PUBLIC,98.04,Kindergarten
,TSEHOOTSOOI DINE BI'OLTA' (NAVAJO IMMERSION),NORTH CHEE DODGE DRIVE,APACHE,PUBLIC,100.00,Kindergarten
,TUCSON COUNTRY DAY SCHOOL,9239 E WRIGHTSTOWN RD,PIMA,CHARTER,98.15,Kindergarten
,TUCSON HEBREW ACADEMY,3888 E RIVER RD,PIMA,PRIVATE,53.33,Kindergarten
,TUCSON WALDORF SCHOOL,3605 E RIVER RD,PIMA,PRIVATE,69.23,Kindergarten
,TULLY ELEMENTARY ACCELERATED MAGNET SCHOOL,1701 W EL RIO DR,PIMA,PUBLIC,96.88,Kindergarten
,TUMBLEWEED ELEMENTARY SCHOOL - 85029,4001 W LAUREL LN,MARICOPA,PUBLIC,96.08,Kindergarten
,TUSCANO ELEMENTARY SCHOOL,3850 S 79TH AVE,MARICOPA,PUBLIC,95.65,Kindergarten
,TWIN PEAKS ELEMENTARY SCHOOL,7995 W TWIN PEAKS RD,PIMA,PUBLIC,89.41,Kindergarten
,UNION ELEMENTARY SCHOOL,3834 S 91ST AVE,MARICOPA,PUBLIC,90.70,Kindergarten
,UNION PARK SCHOOL,25700 N 21ST AVENUE,MARICOPA,PUBLIC,96.70,Kindergarten
,V H LASSEN ELEMENTARY SCHOOL,909 W VINEYARD RD,MARICOPA,PUBLIC,96.15,Kindergarten
,VAIL ACADEMY & HIGH SCHOOL,7762 E SCIENCE PARK DR,PIMA,CHARTER,91.18,Kindergarten
,VAL VISTA ACADEMY - A BALL CHARTER SCHOOL,4120 S VAL VISTA DR,MARICOPA,CHARTER,86.49,Kindergarten
,VAL VISTA LAKES ELEMENTARY SCHOOL,1030 N BLUE GROTTO DR,MARICOPA,PUBLIC,95.00,Kindergarten
,VALENCIA NEW COMER SCHOOL,3802 W MARYLAND AVE,MARICOPA,PUBLIC,100.00,Kindergarten
,VALLE DEL ENCANTO LEARNING CENTER,400 N CESAR CHAVEZ AVE,YUMA,PUBLIC,95.83,Kindergarten
,VALLEY CHRISTIAN SCHOOL,6304 S PRICE RD,MARICOPA,PRIVATE,82.14,Kindergarten
,VALLEY HORIZON ELEMENTARY SCHOOL,4501 W 20TH ST,YUMA,PUBLIC,98.36,Kindergarten
,VALLEY VIEW SCHOOL,8220 S 7TH AVE,MARICOPA,PUBLIC,96.77,Kindergarten
,VAN BUSKIRK ELEMENTARY SCHOOL,725 E FAIR ST,PIMA,PUBLIC,95.45,Kindergarten
,VASQUEZ DE CORONADO FRANCISCO SCHOOL,2301 N AL HARRISON RD,SANTA CRUZ,PUBLIC,97.44,Kindergarten
,VENTANA VISTA ELEMENTARY SCHOOL,6085 N KOLB RD,PIMA,PUBLIC,97.65,Kindergarten
,VERDE CHRISTIAN ACADEMY,102 S WILLARD ST,YAVAPAI,PRIVATE,82.61,Kindergarten
,VERITAS CHRISTIAN COMMUNITY SCHOOL,215 TAYLOR DR,COCHISE,PRIVATE,50.00,Kindergarten
,VERNON ELEMENTARY SCHOOL,10 E MAIN ST,APACHE,PUBLIC,64.29,Kindergarten
,VERRADO ELEMENTARY SCHOOL - W SUNRISE LN,20873 W SUNRISE LN,MARICOPA,PUBLIC,99.22,Kindergarten
,VERRADO HERITAGE ELEMENTARY SCHOOL - W HAMILTON ST,20895 W HAMILTON ST,MARICOPA,PUBLIC,81.72,Kindergarten
,VESEY ELEMENTARY SCHOOL,5005 S BUTTS RD,PIMA,PUBLIC,96.10,Kindergarten
,VICTORY COLLEGIATE COOPERATION,3535 N 63RD AVENUE,MARICOPA,CHARTER,54.84,Kindergarten
,VILLA DE PAZ ELEMENTARY SCHOOL,4940 N 103RD AVE,MARICOPA,PUBLIC,85.48,Kindergarten
,VILLA MONTESSORI SCHOOL - MEADOWBROOK,2802 E MEADOWBROOK AVE,MARICOPA,PRIVATE,86.21,Kindergarten
,VILLAGE MEADOWS ELEMENTARY SCHOOL,2020 W MORNINGSIDE DR,MARICOPA,PUBLIC,94.00,Kindergarten
,VIRTUAL PREPARATORY ACADEMY OF ARIZONA,433 NORTH HALL ROAD,MARICOPA,CHARTER,9.09,Kindergarten
,VISTA COLLEGE PREP - MARYVALE,4520 W MCDOWELL RD,MARICOPA,CHARTER,98.91,Kindergarten
,VISTA COLLEGE PREP METRO NORTH ELEMENTARY,2133 WEST PEORIA AVENUE,MARICOPA,CHARTER,92.00,Kindergarten
,VISTA COLLEGE PREPARATORY - 85003,812 S SIXTH AVE,MARICOPA,CHARTER,94.12,Kindergarten
,VISTA DEL SUR TRADITIONAL SCHOOL,3908 W SOUTH MOUNTAIN AVE,MARICOPA,PUBLIC,97.30,Kindergarten
,VISTANCIA ELEMENTARY SCHOOL,30009 N SUNSET POINT,MARICOPA,PUBLIC,80.61,Kindergarten
,W ARTHUR SEWEL ELEMENTARY SCHOOL,425 N SAHUARA AVE,PIMA,PUBLIC,92.86,Kindergarten
,W F KILLIP ELEMENTARY SCHOOL,2300 E 6TH AVE,COCONINO,PUBLIC,91.94,Kindergarten
,W V WHITMORE ELEMENTARY SCHOOL,5330 E GLENN ST,PIMA,PUBLIC,96.36,Kindergarten
,WALKER BUTTE K-8,29897 N DESERT WILLOW BLVD,PINAL,PUBLIC,93.85,Kindergarten
,WALTER DOUGLAS ELEMENTARY SCHOOL,3302 N FLOWING WELLS RD,PIMA,PUBLIC,97.56,Kindergarten
,WALTER J MEYER SCHOOL,411 N 9TH ST,COCHISE,PUBLIC,76.92,Kindergarten
,WARD TRADITIONAL ACADEMY,1965 E HERMOSA DR,MARICOPA,PUBLIC,95.74,Kindergarten
,WASHINGTON ELEMENTARY SCHOOL-85051,8033 N 27TH AVE,MARICOPA,PUBLIC,95.19,Kindergarten
,WASHINGTON ELEMENTARY SCHOOL-85202,2260 W ISABELLA AVE,MARICOPA,PUBLIC,95.00,Kindergarten
,WEBSTER ELEMENTARY SCHOOL,202 N SYCAMORE,MARICOPA,PUBLIC,98.90,Kindergarten
,WEINBERG ELEMENTARY SCHOOL,5245 S VAL VISTA DR,MARICOPA,PUBLIC,93.75,Kindergarten
,WEITZEL'S PUENTE DE HOZHO BILINQUAL SCHOOL,3401 N 4TH ST,COCONINO,PUBLIC,96.00,Kindergarten
,WELLTON ELEMENTARY SCHOOL,29126 SAN JOSE AVE,YUMA,PUBLIC,81.82,Kindergarten
,WEST ELEMENTARY SCHOOL,460 S 7TH ST,PINAL,PUBLIC,89.36,Kindergarten
,WEST POINT ELEMENTARY,13700 W GREENWAY RD,MARICOPA,PUBLIC,92.96,Kindergarten
,WEST VALLEY CHRISTIAN SCHOOL,16260 W VAN BUREN ST,MARICOPA,PRIVATE,65.52,Kindergarten
,WEST WING SCHOOL,26716 NORTH HIGH DESERT DRIVE,MARICOPA,PUBLIC,92.05,Kindergarten
,WESTAR ELEMENTARY SCHOOL,17777 W WESTAR DR,MARICOPA,PUBLIC,86.36,Kindergarten
,WESTERN PEAKS ELEMENTARY,18063 W SURPRISE FARMS LOOP SOUTH,MARICOPA,PUBLIC,88.39,Kindergarten
,WESTERN VALLEY ELEMENTARY SCHOOL,6250 W DURANGO ST,MARICOPA,PUBLIC,89.66,Kindergarten
,WESTLAND SCHOOL BRIGHTON CAMPUS,8632 W NORTHERN AVE,MARICOPA,CHARTER,87.50,Kindergarten
,WESTPARK ELEMENTARY SCHOOL,2700 S 257TH DR,MARICOPA,PUBLIC,95.56,Kindergarten
,WESTWIND PRIMARY-85037,9040 W CAMPBELL AVE,MARICOPA,PUBLIC,96.63,Kindergarten
,WESTWOOD PRIMARY SCHOOL-85015,4711 N 23RD AVE,MARICOPA,PUBLIC,95.33,Kindergarten
,WHEELER ELEMENTARY SCHOOL,1818 E AVENIDA DEL SOL,PIMA,PUBLIC,98.08,Kindergarten
,WHISPERING WIND ACADEMY,15844 N 43RD ST,MARICOPA,PUBLIC,80.00,Kindergarten
,WHITERIVER ELEMENTARY,422 S 2ND AVE,NAVAJO,PUBLIC,100.00,Kindergarten
,WHITMAN ELEMENTARY SCHOOL,1829 N GRAND,MARICOPA,PUBLIC,90.57,Kindergarten
,WHITTIER ELEMENTARY SCHOOL-85006,2000 N 16TH ST,MARICOPA,PUBLIC,97.37,Kindergarten
,WHITTIER ELEMENTARY SCHOOL-85201,733 N LONGMORE,MARICOPA,PUBLIC,92.45,Kindergarten
,WILDFIRE ELEMENTARY,3997 E LOCKWOOD DR,MARICOPA,PUBLIC,85.42,Kindergarten
