Facility Number,Facility Address,School Type,School District or Name,County,Age Group,MMR Vaccination Rate
,,,SOUTH BEND VIRTUAL SCHOOL,ST. JOSEPH,7,100
,,,COQUILLARD ELEMENTARY SCHOOL,ST. JOSEPH,1,95.56
,,,DARDEN ELEMENTARY SCHOOL,ST. JOSEPH,1,96.92
,,,HARRISON ELEMENTARY SCHOOL,ST. JOSEPH,1,96.08
,,,KENNEDY ACADEMY,ST. JOSEPH,1,98.46
,,,LINCOLN ELEMENTARY SCHOOL,ST. JOSEPH,1,100
,,,MADISON S.T.E.A.M. ACADEMY,ST. JOSEPH,1,93.1
,,,MARQUETTE MONTESSORI ACADEMY,ST. JOSEPH,1,100
,,,MARSHALL TRADITIONAL SCHOOL,ST. JOSEPH,1,97.5
,,,MONROE ELEMENTARY SCHOOL,ST. JOSEPH,1,93.33
,,,MUESSEL ELEMENTARY SCHOOL,ST. JOSEPH,1,86.96
,,,NUNER FINE ARTS ACADEMY,ST. JOSEPH,1,89.74
,,,SWANSON TRADITIONAL SCHOOL,ST. JOSEPH,1,95.38
,,,WILSON ELEMENTARY SCHOOL,ST. JOSEPH,1,97.22
,,,DICKINSON ACADEMY,ST. JOSEPH,6,100
,,,EDISON MIDDLE SCHOOL,ST. JOSEPH,6,100
,,,JACKSON MIDDLE SCHOOL,ST. JOSEPH,6,97.66
,,,JEFFERSON TRADITIONAL SCHOOL,ST. JOSEPH,6,98.32
,,,LASALLE ACADEMY,ST. JOSEPH,6,98
,,,MARQUETTE MONTESSORI ACADEMY,ST. JOSEPH,6,100
,,,NAVARRE MIDDLE SCHOOL,ST. JOSEPH,6,95.6
,,,SOUTH BEND VIRTUAL SCHOOL,ST. JOSEPH,6,100
,,,COQUILLARD ELEMENTARY SCHOOL,ST. JOSEPH,K,88.89
,,,DARDEN ELEMENTARY SCHOOL,ST. JOSEPH,K,95
,,,HARRISON ELEMENTARY SCHOOL,ST. JOSEPH,K,80
,,,KENNEDY ACADEMY,ST. JOSEPH,K,100
,,,LINCOLN ELEMENTARY SCHOOL,ST. JOSEPH,K,95.74
,,,MADISON S.T.E.A.M. ACADEMY,ST. JOSEPH,K,100
,,,MARQUETTE MONTESSORI ACADEMY,ST. JOSEPH,K,92.86
,,,MARSHALL TRADITIONAL SCHOOL,ST. JOSEPH,K,97.87
,,,MONROE ELEMENTARY SCHOOL,ST. JOSEPH,K,94.74
,,,MUESSEL ELEMENTARY SCHOOL,ST. JOSEPH,K,96.15
,,,NUNER FINE ARTS ACADEMY,ST. JOSEPH,K,86.67
,,,SWANSON TRADITIONAL SCHOOL,ST. JOSEPH,K,95.45
,,,WILSON ELEMENTARY SCHOOL,ST. JOSEPH,K,96
,,,LAVILLE ELEMENTARY SCHOOL,MARSHALL,K,93.83
,,,LAVILLE ELEMENTARY SCHOOL,MARSHALL,6,95.06
,,,LANCER VIRTUAL SCHOOL,ST. JOSEPH,12,80
,,,LAVILLE JR-SR HIGH SCHOOL,ST. JOSEPH,12,93.62
,,,LAVILLE ELEMENTARY SCHOOL,MARSHALL,1,97.8
,,,LAVILLE JR-SR HIGH SCHOOL,ST. JOSEPH,7,98.73
,,,AUSTIN ELEMENTARY SCHOOL,SCOTT,K,87.34
,,,AUSTIN HIGH SCHOOL,SCOTT,12,100
,,,AUSTIN MIDDLE SCHOOL,SCOTT,6,100
,,,AUSTIN ELEMENTARY SCHOOL,SCOTT,1,94.68
,,,AUSTIN MIDDLE SCHOOL,SCOTT,7,100
,,,SCOTTSBURG MIDDLE SCHOOL,SCOTT,7,97.94
,,,JOHNSON ELEMENTARY SCHOOL,SCOTT,1,96.88
,,,LEXINGTON ELEMENTARY SCHOOL,SCOTT,1,96.55
,,,SCOTTSBURG ELEM SCHOOL,SCOTT,1,90.63
,,,VIENNA-FINLEY ELEMENTARY SCHOOL,SCOTT,1,92.06
,,,SCOTTSBURG MIDDLE SCHOOL,SCOTT,6,98.33
,,,JOHNSON ELEMENTARY SCHOOL,SCOTT,K,90.91
,,,LEXINGTON ELEMENTARY SCHOOL,SCOTT,K,83.33
,,,SCOTTSBURG ELEM SCHOOL,SCOTT,K,84.21
,,,VIENNA-FINLEY ELEMENTARY SCHOOL,SCOTT,K,78.26
,,,SCOTTSBURG SENIOR HIGH SCHOOL,SCOTT,12,98.15
,,,MORRISTOWN JR-SR HIGH SCHOOL,SHELBY,12,95.35
,,,MORRISTOWN ELEMENTARY SCHOOL,SHELBY,K,93.75
,,,MORRISTOWN JR-SR HIGH SCHOOL,SHELBY,6,92.16
,,,MORRISTOWN JR-SR HIGH SCHOOL,SHELBY,7,86.27
,,,MORRISTOWN ELEMENTARY SCHOOL,SHELBY,1,95.45
,,,WALDRON ELEMENTARY SCHOOL,SHELBY,1,100
,,,TRITON CENTRAL MIDDLE SCHOOL,SHELBY,7,97
,,,TRITON CENTRAL HIGH SCHOOL,SHELBY,12,98.99
,,,TRITON CENTRAL ELEMENTARY SCHOOL,SHELBY,1,96.63
,,,TRITON CENTRAL MIDDLE SCHOOL,SHELBY,6,96.59
,,,TRITON CENTRAL ELEMENTARY SCHOOL,SHELBY,K,96.05
,,,SOUTHWESTERN HIGH SCHOOL,SHELBY,7,97.44
,,,SOUTHWESTERN ELEMENTARY SCHOOL,SHELBY,K,100
,,,SOUTHWESTERN ELEMENTARY SCHOOL,SHELBY,1,100
,,,SOUTHWESTERN ELEMENTARY SCHOOL,SHELBY,6,100
,,,SOUTHWESTERN HIGH SCHOOL,SHELBY,12,97.44
,,,SHELBYVILLE SR HIGH SCHOOL,SHELBY,12,97.63
,,,ESPECIALLY KIDZ HEALTH & REHAB CNT,SHELBY,6,100
,,,SHELBYVILLE MIDDLE SCHOOL,SHELBY,6,97.6
,,,ESPECIALLY KIDZ HEALTH & REHAB CNT,SHELBY,7,100
,,,SHELBYVILLE MIDDLE SCHOOL,SHELBY,7,98.28
,,,COULSTON ELEMENTARY SCHOOL,SHELBY,1,100
,,,ESPECIALLY KIDZ HEALTH & REHAB CNT,SHELBY,1,100
,,,THOMAS A HENDRICKS ELEMENTARY SCH,SHELBY,1,100
,,,WILLIAM F LOPER ELEMENTARY SCHOOL,SHELBY,1,96.91
,,,COULSTON ELEMENTARY SCHOOL,SHELBY,K,95.45
,,,THOMAS A HENDRICKS ELEMENTARY SCH,SHELBY,K,98.08
,,,WILLIAM F LOPER ELEMENTARY SCHOOL,SHELBY,K,98.02
,,,CHRISNEY ELEMENTARY SCHOOL,SPENCER,6,88.46
,,,DAVID TURNHAM EDUCATION CENTER,SPENCER,6,91.18
,,,LINCOLN TRAIL ELEMENTARY SCHOOL,SPENCER,6,93.94
,,,NANCY HANKS ELEMENTARY SCHOOL,SPENCER,6,100
,,,CHRISNEY ELEMENTARY SCHOOL,SPENCER,K,100
,,,DAVID TURNHAM EDUCATION CENTER,SPENCER,K,96.43
,,,LINCOLN TRAIL ELEMENTARY SCHOOL,SPENCER,K,100
,,,NANCY HANKS ELEMENTARY SCHOOL,SPENCER,K,92.68
,,,HERITAGE HILLS MIDDLE SCHOOL,SPENCER,7,98.84
,,,CHRISNEY ELEMENTARY SCHOOL,SPENCER,1,96.3
,,,DAVID TURNHAM EDUCATION CENTER,SPENCER,1,93.02
,,,LINCOLN TRAIL ELEMENTARY SCHOOL,SPENCER,1,91.43
,,,NANCY HANKS ELEMENTARY SCHOOL,SPENCER,1,91.89
,,,HERITAGE HILLS HIGH SCHOOL,SPENCER,12,97.56
,,,SOUTH SPENCER MIDDLE SCHOOL,SPENCER,7,98.28
,,,LUCE ELEMENTARY SCHOOL,SPENCER,K,75
,,,ROCKPORT-OHIO ELEMENTARY SCHOOL,SPENCER,K,80
,,,SOUTH SPENCER MIDDLE SCHOOL,SPENCER,6,95.29
,,,SOUTH SPENCER HIGH SCHOOL,SPENCER,12,100
,,,LUCE ELEMENTARY SCHOOL,SPENCER,1,78.79
,,,ROCKPORT-OHIO ELEMENTARY SCHOOL,SPENCER,1,95
,,,OREGON-DAVIS JR-SR HIGH SCHOOL,STARKE,12,92.86
,,,OREGON-DAVIS ELEMENTARY SCHOOL,STARKE,K,90.63
,,,OREGON-DAVIS ELEMENTARY SCHOOL,STARKE,1,86.05
,,,OREGON-DAVIS ELEMENTARY SCHOOL,STARKE,6,96.3
,,,OREGON-DAVIS JR-SR HIGH SCHOOL,STARKE,7,97.14
,,,N JUDSON-SAN PIERRE JR SR HIGH SCH,STARKE,7,91.3
,,,N JUDSON-SAN PIERRE JR SR HIGH SCH,STARKE,12,95.08
,,,NORTH JUDSON-SAN PIERRE ELEM SCH,STARKE,1,87.5
,,,NORTH JUDSON-SAN PIERRE ELEM SCH,STARKE,6,89.04
,,,NORTH JUDSON-SAN PIERRE ELEM SCH,STARKE,K,88.89
,,,KNOX COMMUNITY ELEMENTARY SCHOOL,STARKE,1,85.59
,,,KNOX COMMUNITY HIGH SCHOOL,STARKE,12,86.07
,,,KNOX COMMUNITY ELEMENTARY SCHOOL,STARKE,K,79.53
,,,KNOX COMMUNITY MIDDLE SCHOOL,STARKE,7,93.75
,,,KNOX COMMUNITY MIDDLE SCHOOL,STARKE,6,84.75
,,,FREMONT MIDDLE SCHOOL,STEUBEN,6,92.96
,,,FREMONT HIGH SCHOOL,STEUBEN,12,98.44
,,,FREMONT ELEMENTARY SCHOOL,STEUBEN,1,96.1
,,,FREMONT MIDDLE SCHOOL,STEUBEN,7,91.43
,,,FREMONT ELEMENTARY SCHOOL,STEUBEN,K,94.59
,,,HAMILTON COMMUNITY ELEMENTARY SCH,STEUBEN,K,80
,,,HAMILTON COMMUNITY HIGH SCHOOL,STEUBEN,12,96.3
,,,HAMILTON COMMUNITY HIGH SCHOOL,STEUBEN,6,90.63
,,,HAMILTON COMMUNITY HIGH SCHOOL,STEUBEN,7,90.91
,,,HAMILTON COMMUNITY ELEMENTARY SCH,STEUBEN,1,73.08
,,,ANGOLA HIGH SCHOOL,STEUBEN,12,93.78
,,,ANGOLA MIDDLE SCHOOL,STEUBEN,7,91.72
,,,CARLIN PARK ELEMENTARY SCHOOL,STEUBEN,K,83.1
,,,HENDRY PARK ELEMENTARY SCHOOL,STEUBEN,K,87.5
,,,PLEASANT LAKE MONTESSORI SCHOOL,STEUBEN,K,80.95
,,,RYAN PARK ELEMENTARY SCHOOL,STEUBEN,K,91.07
,,,ANGOLA MIDDLE SCHOOL,STEUBEN,6,88.82
,,,CARLIN PARK ELEMENTARY SCHOOL,STEUBEN,1,78.57
,,,HENDRY PARK ELEMENTARY SCHOOL,STEUBEN,1,74.29
,,,PLEASANT LAKE MONTESSORI SCHOOL,STEUBEN,1,78.57
,,,RYAN PARK ELEMENTARY SCHOOL,STEUBEN,1,86.54
,,,NORTH CENTRAL JR/SR HIGH SCHOOL,SULLIVAN,12,100
,,,NORTH CENTRAL JR/SR HIGH SCHOOL,SULLIVAN,7,98.33
,,,NORTHEAST EAST ELEMENTARY SCHOOL,SULLIVAN,6,86.36
,,,NORTHEAST NORTH ELEMENTARY SCHOOL,SULLIVAN,6,93.02
,,,NORTHEAST EAST ELEMENTARY SCHOOL,SULLIVAN,K,84.62
,,,NORTHEAST EAST ELEMENTARY SCHOOL,SULLIVAN,1,94.44
,,,NORTHEAST NORTH ELEMENTARY SCHOOL,SULLIVAN,1,96
,,,NORTHEAST NORTH ELEMENTARY SCHOOL,SULLIVAN,K,93.62
,,,CARLISLE ELEMENTARY SCHOOL,SULLIVAN,1,95.65
,,,SULLIVAN ELEMENTARY SCHOOL,SULLIVAN,1,94.38
,,,SULLIVAN HIGH SCHOOL,SULLIVAN,12,100
,,,CARLISLE ELEMENTARY SCHOOL,SULLIVAN,K,90.91
,,,CARLISLE MIDDLE SCHOOL,SULLIVAN,7,100
,,,SULLIVAN MIDDLE SCHOOL,SULLIVAN,7,97.37
,,,CARLISLE MIDDLE SCHOOL,SULLIVAN,6,100
,,,SULLIVAN MIDDLE SCHOOL,SULLIVAN,6,99.14
,,,SULLIVAN ELEMENTARY SCHOOL,SULLIVAN,K,82.28
,,,JEFFERSON-CRAIG ELEMENTARY SCHOOL,SWITZERLAND,K,100
,,,SWITZERLAND CO ELEMENTARY SCHOOL,SWITZERLAND,K,89.09
,,,JEFFERSON-CRAIG ELEMENTARY SCHOOL,SWITZERLAND,6,96.61
,,,SWITZERLAND CO ELEMENTARY SCHOOL,SWITZERLAND,6,95.12
,,,SWITZERLAND CO SENIOR HIGH SCHOOL,SWITZERLAND,12,95.05
,,,JEFFERSON-CRAIG ELEMENTARY SCHOOL,SWITZERLAND,1,88.46
,,,SWITZERLAND CO ELEMENTARY SCHOOL,SWITZERLAND,1,95.35
,,,SWITZERLAND CO MIDDLE SCHOOL,SWITZERLAND,7,99.07
,,,LAFAYETTE TECUMSEH JR HIGH SCHOOL,TIPPECANOE,7,97.66
,,,JEFFERSON HIGH SCHOOL,TIPPECANOE,12,96.76
,,,AMELIA EARHART ELEMENTARY SCHOOL,TIPPECANOE,1,95.65
,,,EDGELEA ELEMENTARY SCHOOL,TIPPECANOE,1,96.34
,,,GLEN ACRES ELEMENTARY SCHOOL,TIPPECANOE,1,93.91
,,,MIAMI ELEMENTARY SCHOOL,TIPPECANOE,1,95.29
,,,MURDOCK ELEMENTARY SCHOOL,TIPPECANOE,1,93.33
,,,OAKLAND ELEMENTARY SCHOOL,TIPPECANOE,1,90.48
,,,THOMAS MILLER ELEMENTARY SCHOOL,TIPPECANOE,1,93.83
,,,VINTON ELEMENTARY SCHOOL,TIPPECANOE,1,92.31
,,,LAFAYETTE SUNNYSIDE INTERMEDIATE,TIPPECANOE,6,96.4
,,,AMELIA EARHART ELEMENTARY SCHOOL,TIPPECANOE,K,88.89
,,,EDGELEA ELEMENTARY SCHOOL,TIPPECANOE,K,97.89
,,,GLEN ACRES ELEMENTARY SCHOOL,TIPPECANOE,K,93.64
,,,MIAMI ELEMENTARY SCHOOL,TIPPECANOE,K,91.4
,,,MURDOCK ELEMENTARY SCHOOL,TIPPECANOE,K,97.87
,,,OAKLAND ELEMENTARY SCHOOL,TIPPECANOE,K,96.3
,,,THOMAS MILLER ELEMENTARY SCHOOL,TIPPECANOE,K,91.67
,,,VINTON ELEMENTARY SCHOOL,TIPPECANOE,K,94.81
,,,BATTLE GROUND ELEMENTARY SCHOOL,TIPPECANOE,1,94.87
,,,BURNETT CREEK ELEMENTARY SCHOOL,TIPPECANOE,1,97.9
,,,DAYTON ELEMENTARY SCHOOL,TIPPECANOE,1,93.44
,,,HERSHEY ELEMENTARY SCHOOL,TIPPECANOE,1,97.44
,,,JAMES COLE ELEMENTARY SCHOOL,TIPPECANOE,1,94.44
,,,KLONDIKE ELEMENTARY SCHOOL,TIPPECANOE,1,93.06
,,,MAYFLOWER MILL ELEMENTARY SCHOOL,TIPPECANOE,1,97.65
,,,MINTONYE ELEMENTARY SCHOOL,TIPPECANOE,1,98.59
,,,WEA RIDGE ELEMENTARY SCHOOL,TIPPECANOE,1,98.86
,,,WOODLAND ELEMENTARY SCHOOL,TIPPECANOE,1,96.97
,,,WYANDOTTE ELEMENTARY,TIPPECANOE,1,97.83
,,,BATTLE GROUND MIDDLE SCHOOL,TIPPECANOE,7,95.97
,,,EAST TIPP MIDDLE SCHOOL,TIPPECANOE,7,95.83
,,,KLONDIKE MIDDLE SCHOOL,TIPPECANOE,7,95.95
,,,SOUTHWESTERN MIDDLE SCHOOL,TIPPECANOE,7,98.84
,,,WAINWRIGHT MIDDLE SCHOOL,TIPPECANOE,7,96
,,,WEA RIDGE MIDDLE SCHOOL,TIPPECANOE,7,97.64
,,,BATTLE GROUND MIDDLE SCHOOL,TIPPECANOE,6,95.52
,,,EAST TIPP MIDDLE SCHOOL,TIPPECANOE,6,96.53
,,,KLONDIKE MIDDLE SCHOOL,TIPPECANOE,6,98.13
,,,SOUTHWESTERN MIDDLE SCHOOL,TIPPECANOE,6,99.19
,,,WAINWRIGHT MIDDLE SCHOOL,TIPPECANOE,6,96.26
,,,WEA RIDGE MIDDLE SCHOOL,TIPPECANOE,6,97.07
,,,BATTLE GROUND ELEMENTARY SCHOOL,TIPPECANOE,K,94.23
,,,BURNETT CREEK ELEMENTARY SCHOOL,TIPPECANOE,K,93.94
,,,DAYTON ELEMENTARY SCHOOL,TIPPECANOE,K,94.12
,,,HERSHEY ELEMENTARY SCHOOL,TIPPECANOE,K,100
,,,JAMES COLE ELEMENTARY SCHOOL,TIPPECANOE,K,92.86
,,,KLONDIKE ELEMENTARY SCHOOL,TIPPECANOE,K,90.91
,,,MAYFLOWER MILL ELEMENTARY SCHOOL,TIPPECANOE,K,96.67
,,,MINTONYE ELEMENTARY SCHOOL,TIPPECANOE,K,98.44
,,,WEA RIDGE ELEMENTARY SCHOOL,TIPPECANOE,K,96.74
,,,WOODLAND ELEMENTARY SCHOOL,TIPPECANOE,K,93.51
,,,WYANDOTTE ELEMENTARY,TIPPECANOE,K,96.43
,,,MCCUTCHEON HIGH SCHOOL,TIPPECANOE,12,99.15
,,,WILLIAM HENRY HARRISON HIGH SCHOOL,TIPPECANOE,12,98.25
,,,TIPTON HIGH SCHOOL,TIPTON,12,89.58
,,,TIPTON ELEMENTARY SCHOOL,TIPTON,1,91.21
,,,TIPTON ELEMENTARY SCHOOL,TIPTON,K,85.71
,,,TIPTON MIDDLE SCHOOL,TIPTON,7,92.52
,,,TIPTON MIDDLE SCHOOL,TIPTON,6,93.48
,,,UNION COUNTY HIGH SCHOOL,UNION,12,98.7
,,,UNION COUNTY MIDDLE SCHOOL,UNION,6,96.91
,,,UNION COUNTY MIDDLE SCHOOL,UNION,7,98.92
,,,COLLEGE CORNER UNION ELEM SCHOOL,UNION,1,97.3
,,,LIBERTY ELEMENTARY SCHOOL,UNION,1,100
,,,COLLEGE CORNER UNION ELEM SCHOOL,UNION,K,94.74
,,,LIBERTY ELEMENTARY SCHOOL,UNION,K,100
,,,ACADEMY FOR INNOVATIVE STUDIES,VANDERBURGH,7,100
,,,CEDAR HALL COMMUNITY SCHOOL,VANDERBURGH,7,100
,,,EVSC VIRTUAL ACADEMY,VANDERBURGH,7,100
,,,GLENWOOD LEADERSHIP ACADEMY,VANDERBURGH,7,97.62
,,,HELFRICH PARK STEM ACADEMY,VANDERBURGH,7,98.18
,,,ACADEMY FOR INNOVATIVE STUDIES,VANDERBURGH,12,100
,,,BENJAMIN BOSSE HIGH SCHOOL,VANDERBURGH,12,94.95
,,,CENTRAL HIGH SCHOOL,VANDERBURGH,12,98.07
,,,EVSC VIRTUAL ACADEMY,VANDERBURGH,12,96.15
,,,FRANCIS JOSEPH REITZ HIGH SCHOOL,VANDERBURGH,12,98.55
,,,NEW TECH INSTITUTE,VANDERBURGH,12,95.45
,,,NORTH HIGH SCHOOL,VANDERBURGH,12,96.64
,,,WILLIAM HENRY HARRISON HIGH SCHOOL,VANDERBURGH,12,96.77
,,,CAZE ELEMENTARY SCHOOL,VANDERBURGH,1,98.08
,,,CEDAR HALL COMMUNITY SCHOOL,VANDERBURGH,1,97.78
,,,CYNTHIA HEIGHTS ELEMENTARY SCHOOL,VANDERBURGH,1,98.28
,,,DANIEL WERTZ ELEMENTARY SCHOOL,VANDERBURGH,1,92.59
,,,DELAWARE ELEMENTARY SCHOOL,VANDERBURGH,1,100
,,,DEXTER ELEMENTARY SCHOOL,VANDERBURGH,1,87.5
,,,EVANS SCHOOL,VANDERBURGH,1,93.18
,,,EVSC VIRTUAL ACADEMY,VANDERBURGH,1,100
,,,FAIRLAWN ELEMENTARY SCHOOL,VANDERBURGH,1,97.56
,,,GLENWOOD LEADERSHIP ACADEMY,VANDERBURGH,1,92.59
,,,HARPER ELEMENTARY SCHOOL,VANDERBURGH,1,94.29
,,,HEBRON ELEMENTARY SCHOOL,VANDERBURGH,1,98.73
,,,HIGHLAND ELEMENTARY SCHOOL,VANDERBURGH,1,98.96
,,,LINCOLN SCHOOL,VANDERBURGH,1,85.71
,,,LODGE COMMUNITY SCHOOL,VANDERBURGH,1,91.11
,,,MCCUTCHANVILLE ELEMENTARY SCHOOL,VANDERBURGH,1,96.55
,,,OAK HILL ELEMENTARY,VANDERBURGH,1,97.92
,,,SCOTT ELEMENTARY SCHOOL,VANDERBURGH,1,100
,,,STOCKWELL ELEMENTARY SCHOOL,VANDERBURGH,1,92.65
,,,STRINGTOWN ELEMENTARY SCHOOL,VANDERBURGH,1,96.15
,,,TEKOPPEL ELEMENTARY SCHOOL,VANDERBURGH,1,100
,,,VOGEL ELEMENTARY SCHOOL,VANDERBURGH,1,100
,,,WEST TERRACE ELEMENTARY SCHOOL,VANDERBURGH,1,94.74
,,,CAZE ELEMENTARY SCHOOL,VANDERBURGH,K,94.81
,,,CEDAR HALL COMMUNITY SCHOOL,VANDERBURGH,K,96.43
,,,CYNTHIA HEIGHTS ELEMENTARY SCHOOL,VANDERBURGH,K,98.28
,,,DANIEL WERTZ ELEMENTARY SCHOOL,VANDERBURGH,K,100
,,,DELAWARE ELEMENTARY SCHOOL,VANDERBURGH,K,87.72
,,,DEXTER ELEMENTARY SCHOOL,VANDERBURGH,K,76.92
,,,EVANS SCHOOL,VANDERBURGH,K,96.08
,,,FAIRLAWN ELEMENTARY SCHOOL,VANDERBURGH,K,93.88
,,,GLENWOOD LEADERSHIP ACADEMY,VANDERBURGH,K,100
,,,HARPER ELEMENTARY SCHOOL,VANDERBURGH,K,93.65
,,,HEBRON ELEMENTARY SCHOOL,VANDERBURGH,K,90.77
,,,HIGHLAND ELEMENTARY SCHOOL,VANDERBURGH,K,95.04
,,,LINCOLN SCHOOL,VANDERBURGH,K,85.71
,,,LODGE COMMUNITY SCHOOL,VANDERBURGH,K,80.95
,,,MCCUTCHANVILLE ELEMENTARY SCHOOL,VANDERBURGH,K,94.62
,,,OAK HILL ELEMENTARY,VANDERBURGH,K,97.67
,,,SCOTT ELEMENTARY SCHOOL,VANDERBURGH,K,97.83
,,,STOCKWELL ELEMENTARY SCHOOL,VANDERBURGH,K,81.93
,,,STRINGTOWN ELEMENTARY SCHOOL,VANDERBURGH,K,97.83
,,,TEKOPPEL ELEMENTARY SCHOOL,VANDERBURGH,K,96.55
,,,VOGEL ELEMENTARY SCHOOL,VANDERBURGH,K,98.25
,,,WEST TERRACE ELEMENTARY SCHOOL,VANDERBURGH,K,97.18
,,,LINCOLN SCHOOL,VANDERBURGH,7,100
,,,LODGE COMMUNITY SCHOOL,VANDERBURGH,7,82.05
,,,MCGARY MIDDLE SCHOOL,VANDERBURGH,7,95.52
,,,NORTH JUNIOR HIGH SCHOOL,VANDERBURGH,7,97.19
,,,PERRY HEIGHTS MIDDLE SCHOOL,VANDERBURGH,7,97.47
,,,PLAZA PARK INTERNATIONAL PREP ACAD,VANDERBURGH,7,96.86
,,,THOMPKINS MIDDLE SCHOOL,VANDERBURGH,7,98.47
,,,WASHINGTON MIDDLE SCHOOL,VANDERBURGH,7,95.08
,,,ACADEMY FOR INNOVATIVE STUDIES,VANDERBURGH,6,100
,,,CEDAR HALL COMMUNITY SCHOOL,VANDERBURGH,6,100
,,,DELAWARE ELEMENTARY SCHOOL,VANDERBURGH,6,97.67
,,,EVANS SCHOOL,VANDERBURGH,6,98.39
,,,EVSC VIRTUAL ACADEMY,VANDERBURGH,6,100
,,,GLENWOOD LEADERSHIP ACADEMY,VANDERBURGH,6,91.67
,,,HELFRICH PARK STEM ACADEMY,VANDERBURGH,6,97.24
,,,LINCOLN SCHOOL,VANDERBURGH,6,100
,,,LODGE COMMUNITY SCHOOL,VANDERBURGH,6,95.35
,,,MCCUTCHANVILLE ELEMENTARY SCHOOL,VANDERBURGH,6,96.75
,,,MCGARY MIDDLE SCHOOL,VANDERBURGH,6,96.74
,,,OAK HILL ELEMENTARY,VANDERBURGH,6,98.44
,,,PERRY HEIGHTS MIDDLE SCHOOL,VANDERBURGH,6,99.19
,,,PLAZA PARK INTERNATIONAL PREP ACAD,VANDERBURGH,6,94.25
,,,SCOTT ELEMENTARY SCHOOL,VANDERBURGH,6,98.41
,,,THOMPKINS MIDDLE SCHOOL,VANDERBURGH,6,99.42
,,,VOGEL ELEMENTARY SCHOOL,VANDERBURGH,6,100
,,,WASHINGTON MIDDLE SCHOOL,VANDERBURGH,6,95.65
,,,NORTH VERMILLION HIGH SCHOOL,VERMILLION,12,100
,,,NORTH VERMILLION ELEMENTARY SCHOOL,VERMILLION,1,89.58
,,,NORTH VERMILLION ELEMENTARY SCHOOL,VERMILLION,K,94.12
,,,NORTH VERMILLION ELEMENTARY SCHOOL,VERMILLION,6,93.55
,,,NORTH VERMILLION HIGH SCHOOL,VERMILLION,7,93.33
,,,SOUTH VERMILLION HIGH SCHOOL,VERMILLION,12,94.79
,,,SOUTH VERMILLION MIDDLE SCHOOL,VERMILLION,6,98.43
,,,CENTRAL ELEMENTARY SCHOOL,VERMILLION,1,96.97
,,,VAN DUYN ELEMENTARY SCHOOL,VERMILLION,1,100
,,,SOUTH VERMILLION MIDDLE SCHOOL,VERMILLION,7,100
,,,CENTRAL ELEMENTARY SCHOOL,VERMILLION,K,98.28
,,,VAN DUYN ELEMENTARY SCHOOL,VERMILLION,K,100
,,,BOOKER T WASHINGTON ALT SCH,VIGO,12,100
,,,TERRE HAUTE NORTH VIGO HIGH SCHOOL,VIGO,12,99.64
,,,TERRE HAUTE SOUTH VIGO HIGH SCHOOL,VIGO,12,99.68
,,,VIGO VIRTUAL SCHOOL ACADEMY,VIGO,12,98.41
,,,WEST VIGO HIGH SCHOOL,VIGO,12,97.48
,,,ADELAIDE DE VANEY ELEMENTARY SCH,VIGO,K,100
,,,BENJAMIN FRANKLIN ELEM SCHOOL,VIGO,K,95
,,,BLANCHE E FUQUA ELEMENTARY SCHOOL,VIGO,K,98.55
,,,DAVIS PARK ELEMENTARY SCHOOL,VIGO,K,100
,,,DEMING EARLY LEARNING CENTER,VIGO,K,100
,,,DIXIE BEE ELEMENTARY SCHOOL,VIGO,K,95.35
,,,FARRINGTON GROVE ELEMENTARY SCHOOL,VIGO,K,98.48
,,,FAYETTE ELEMENTARY SCHOOL,VIGO,K,96.77
,,,HOOSIER PRAIRIE ELEMENTARY SCHOOL,VIGO,K,96.55
,,,LOST CREEK ELEMENTARY SCHOOL,VIGO,K,97.65
,,,OUABACHE ELEMENTARY SCHOOL,VIGO,K,93.75
,,,RILEY ELEMENTARY SCHOOL,VIGO,K,96.05
,,,RIO GRANDE ELEMENTARY SCHOOL,VIGO,K,98.28
,,,SUGAR CREEK CONSOLIDATED ELEM SCH,VIGO,K,96.55
,,,SUGAR GROVE ELEMENTARY SCHOOL,VIGO,K,97.4
,,,TERRE TOWN ELEMENTARY SCHOOL,VIGO,K,95.83
,,,BOOKER T WASHINGTON ALT SCH,VIGO,7,100
,,,HONEY CREEK MIDDLE SCHOOL,VIGO,7,96.25
,,,OTTER CREEK MIDDLE SCHOOL,VIGO,7,99.02
,,,SARAH SCOTT MIDDLE SCHOOL,VIGO,7,100
,,,VIGO VIRTUAL SCHOOL ACADEMY,VIGO,7,100
,,,WEST VIGO MIDDLE SCHOOL,VIGO,7,99.21
,,,WOODROW WILSON MIDDLE SCHOOL,VIGO,7,96.52
,,,BOOKER T WASHINGTON ALT SCH,VIGO,6,100
,,,HONEY CREEK MIDDLE SCHOOL,VIGO,6,98.55
,,,OTTER CREEK MIDDLE SCHOOL,VIGO,6,97.66
,,,SARAH SCOTT MIDDLE SCHOOL,VIGO,6,98.43
,,,VIGO VIRTUAL SCHOOL ACADEMY,VIGO,6,100
,,,WEST VIGO MIDDLE SCHOOL,VIGO,6,96.32
,,,WOODROW WILSON MIDDLE SCHOOL,VIGO,6,97.14
,,,ADELAIDE DE VANEY ELEMENTARY SCH,VIGO,1,98.68
,,,BENJAMIN FRANKLIN ELEM SCHOOL,VIGO,1,98.65
